,y
19434,no
19435,no
19436,no
19437,no
19438,no
19439,no
19440,no
19441,no
19442,no
19443,yes
19444,yes
19445,yes
19446,no
19447,no
19448,no
19449,no
19450,no
19451,no
19452,no
19453,no
19454,no
19455,no
19456,no
19457,no
19458,no
19459,no
19460,no
19461,no
19462,no
19463,no
19464,no
19465,no
19466,no
19467,no
19468,no
19469,no
19470,no
19471,no
19472,no
19473,no
19474,no
19475,no
19476,no
19477,no
19478,no
19479,yes
19480,no
19481,no
19482,no
19483,no
19484,no
19485,no
19486,no
19487,yes
19488,no
19489,yes
19490,no
19491,no
19492,no
19493,no
19494,no
19495,no
19496,no
19497,no
19498,no
19499,no
19500,no
19501,no
19502,no
19503,no
19504,no
19505,no
19506,no
19507,no
19508,no
19509,no
19510,no
19511,no
19512,no
19513,no
19514,no
19515,no
19516,no
19517,no
19518,no
19519,no
19520,no
19521,no
19522,no
19523,no
19524,yes
19525,no
19526,no
19527,no
19528,no
19529,no
19530,no
19531,no
19532,no
19533,no
19534,no
19535,no
19536,yes
19537,yes
19538,no
19539,no
19540,no
19541,no
19542,no
19543,no
19544,no
19545,no
19546,no
19547,no
19548,no
19549,no
19550,no
19551,no
19552,no
19553,no
19554,no
19555,no
19556,no
19557,no
19558,no
19559,no
19560,no
19561,no
19562,no
19563,no
19564,no
19565,no
19566,no
19567,no
19568,no
19569,no
19570,no
19571,no
19572,no
19573,no
19574,no
19575,no
19576,no
19577,no
19578,no
19579,no
19580,no
19581,no
19582,no
19583,no
19584,no
19585,no
19586,no
19587,no
19588,no
19589,no
19590,no
19591,no
19592,no
19593,no
19594,no
19595,no
19596,no
19597,no
19598,no
19599,no
19600,no
19601,no
19602,no
19603,no
19604,no
19605,no
19606,no
19607,no
19608,no
19609,no
19610,no
19611,no
19612,no
19613,yes
19614,yes
19615,no
19616,no
19617,no
19618,no
19619,no
19620,no
19621,no
19622,no
19623,no
19624,no
19625,no
19626,no
19627,no
19628,no
19629,no
19630,no
19631,no
19632,no
19633,no
19634,no
19635,no
19636,no
19637,no
19638,no
19639,no
19640,no
19641,no
19642,no
19643,no
19644,no
19645,no
19646,no
19647,no
19648,no
19649,no
19650,no
19651,yes
19652,no
19653,no
19654,no
19655,no
19656,no
19657,no
19658,no
19659,no
19660,no
19661,no
19662,no
19663,no
19664,no
19665,no
19666,yes
19667,no
19668,no
19669,yes
19670,no
19671,no
19672,yes
19673,no
19674,no
19675,no
19676,no
19677,no
19678,no
19679,no
19680,no
19681,no
19682,no
19683,yes
19684,no
19685,no
19686,no
19687,no
19688,no
19689,no
19690,yes
19691,no
19692,no
19693,no
19694,no
19695,no
19696,no
19697,no
19698,no
19699,no
19700,no
19701,no
19702,no
19703,no
19704,no
19705,no
19706,no
19707,no
19708,no
19709,no
19710,no
19711,no
19712,no
19713,no
19714,no
19715,no
19716,no
19717,no
19718,no
19719,no
19720,no
19721,no
19722,no
19723,no
19724,no
19725,no
19726,no
19727,no
19728,no
19729,no
19730,yes
19731,no
19732,no
19733,no
19734,no
19735,no
19736,no
19737,no
19738,no
19739,no
19740,no
19741,no
19742,no
19743,no
19744,no
19745,no
19746,no
19747,no
19748,no
19749,no
19750,no
19751,no
19752,no
19753,no
19754,no
19755,no
19756,no
19757,yes
19758,no
19759,no
19760,no
19761,no
19762,no
19763,no
19764,yes
19765,no
19766,yes
19767,no
19768,no
19769,no
19770,no
19771,no
19772,no
19773,no
19774,no
19775,no
19776,no
19777,no
19778,no
19779,no
19780,no
19781,no
19782,no
19783,no
19784,no
19785,no
19786,no
19787,no
19788,no
19789,no
19790,no
19791,no
19792,no
19793,no
19794,no
19795,no
19796,no
19797,no
19798,no
19799,no
19800,no
19801,no
19802,no
19803,no
19804,no
19805,no
19806,no
19807,no
19808,no
19809,no
19810,no
19811,no
19812,no
19813,no
19814,no
19815,no
19816,no
19817,no
19818,no
19819,no
19820,no
19821,no
19822,no
19823,yes
19824,no
19825,no
19826,no
19827,no
19828,no
19829,no
19830,no
19831,no
19832,no
19833,yes
19834,no
19835,no
19836,no
19837,no
19838,no
19839,yes
19840,no
19841,no
19842,no
19843,no
19844,no
19845,no
19846,no
19847,no
19848,no
19849,no
19850,no
19851,no
19852,no
19853,no
19854,no
19855,no
19856,no
19857,no
19858,no
19859,no
19860,no
19861,no
19862,no
19863,no
19864,no
19865,no
19866,no
19867,no
19868,no
19869,no
19870,no
19871,no
19872,no
19873,yes
19874,no
19875,no
19876,no
19877,no
19878,no
19879,no
19880,no
19881,no
19882,no
19883,no
19884,no
19885,no
19886,yes
19887,no
19888,yes
19889,no
19890,no
19891,no
19892,no
19893,no
19894,yes
19895,no
19896,no
19897,no
19898,no
19899,no
19900,no
19901,no
19902,no
19903,no
19904,no
19905,no
19906,no
19907,no
19908,no
19909,no
19910,no
19911,no
19912,no
19913,no
19914,no
19915,no
19916,no
19917,no
19918,no
19919,no
19920,no
19921,no
19922,yes
19923,no
19924,yes
19925,no
19926,no
19927,no
19928,no
19929,no
19930,no
19931,no
19932,no
19933,no
19934,no
19935,no
19936,no
19937,no
19938,no
19939,no
19940,no
19941,no
19942,no
19943,no
19944,no
19945,no
19946,no
19947,no
19948,no
19949,no
19950,no
19951,no
19952,no
19953,no
19954,no
19955,no
19956,no
19957,no
19958,no
19959,no
19960,no
19961,no
19962,no
19963,no
19964,no
19965,no
19966,no
19967,no
19968,no
19969,yes
19970,no
19971,no
19972,yes
19973,no
19974,no
19975,no
19976,no
19977,no
19978,no
19979,no
19980,no
19981,no
19982,no
19983,no
19984,no
19985,no
19986,no
19987,no
19988,no
19989,no
19990,no
19991,no
19992,no
19993,no
19994,yes
19995,no
19996,no
19997,no
19998,no
19999,no
20000,no
20001,no
20002,no
20003,no
20004,no
20005,no
20006,no
20007,no
20008,no
20009,yes
20010,no
20011,no
20012,yes
20013,no
20014,no
20015,no
20016,no
20017,yes
20018,no
20019,no
20020,no
20021,no
20022,no
20023,yes
20024,no
20025,no
20026,no
20027,no
20028,no
20029,no
20030,no
20031,no
20032,no
20033,no
20034,no
20035,no
20036,no
20037,no
20038,no
20039,no
20040,no
20041,yes
20042,yes
20043,no
20044,no
20045,no
20046,no
20047,no
20048,no
20049,no
20050,no
20051,no
20052,no
20053,no
20054,no
20055,no
20056,no
20057,no
20058,no
20059,no
20060,no
20061,no
20062,no
20063,no
20064,no
20065,no
20066,no
20067,no
20068,no
20069,no
20070,no
20071,no
20072,no
20073,no
20074,no
20075,no
20076,no
20077,no
20078,no
20079,no
20080,no
20081,no
20082,yes
20083,no
20084,no
20085,no
20086,no
20087,no
20088,no
20089,no
20090,no
20091,no
20092,no
20093,no
20094,no
20095,no
20096,no
20097,no
20098,no
20099,no
20100,no
20101,no
20102,no
20103,no
20104,no
20105,no
20106,no
20107,no
20108,no
20109,no
20110,no
20111,no
20112,no
20113,no
20114,no
20115,no
20116,no
20117,no
20118,no
20119,no
20120,no
20121,no
20122,yes
20123,no
20124,no
20125,no
20126,no
20127,no
20128,no
20129,no
20130,no
20131,yes
20132,no
20133,no
20134,no
20135,no
20136,no
20137,no
20138,no
20139,no
20140,no
20141,no
20142,no
20143,no
20144,no
20145,no
20146,no
20147,no
20148,no
20149,no
20150,no
20151,no
20152,no
20153,no
20154,no
20155,no
20156,no
20157,no
20158,no
20159,no
20160,no
20161,no
20162,no
20163,no
20164,no
20165,no
20166,no
20167,no
20168,no
20169,no
20170,no
20171,no
20172,no
20173,no
20174,no
20175,yes
20176,no
20177,no
20178,no
20179,no
20180,no
20181,no
20182,no
20183,no
20184,no
20185,no
20186,no
20187,no
20188,no
20189,no
20190,no
20191,no
20192,no
20193,no
20194,no
20195,no
20196,no
20197,no
20198,no
20199,no
20200,no
20201,no
20202,no
20203,yes
20204,no
20205,no
20206,no
20207,no
20208,no
20209,no
20210,no
20211,no
20212,no
20213,no
20214,no
20215,no
20216,no
20217,no
20218,no
20219,no
20220,no
20221,no
20222,no
20223,no
20224,no
20225,no
20226,no
20227,yes
20228,yes
20229,no
20230,no
20231,no
20232,no
20233,no
20234,no
20235,no
20236,yes
20237,no
20238,no
20239,no
20240,no
20241,no
20242,no
20243,no
20244,no
20245,yes
20246,no
20247,no
20248,no
20249,no
20250,no
20251,no
20252,no
20253,no
20254,no
20255,no
20256,no
20257,no
20258,no
20259,no
20260,no
20261,no
20262,no
20263,no
20264,no
20265,no
20266,no
20267,no
20268,yes
20269,no
20270,no
20271,yes
20272,no
20273,no
20274,no
20275,no
20276,no
20277,no
20278,no
20279,no
20280,no
20281,no
20282,no
20283,no
20284,no
20285,no
20286,no
20287,no
20288,yes
20289,no
20290,no
20291,yes
20292,no
20293,no
20294,no
20295,no
20296,yes
20297,no
20298,no
20299,no
20300,no
20301,no
20302,no
20303,no
20304,no
20305,no
20306,no
20307,no
20308,no
20309,no
20310,no
20311,no
20312,no
20313,no
20314,no
20315,no
20316,yes
20317,no
20318,no
20319,no
20320,no
20321,no
20322,no
20323,no
20324,no
20325,no
20326,no
20327,no
20328,no
20329,no
20330,no
20331,yes
20332,no
20333,no
20334,no
20335,no
20336,no
20337,no
20338,no
20339,no
20340,no
20341,no
20342,no
20343,no
20344,no
20345,no
20346,no
20347,no
20348,no
20349,no
20350,no
20351,no
20352,no
20353,no
20354,no
20355,no
20356,no
20357,no
20358,no
20359,no
20360,yes
20361,no
20362,no
20363,no
20364,no
20365,no
20366,no
20367,no
20368,yes
20369,no
20370,no
20371,no
20372,yes
20373,no
20374,yes
20375,no
20376,no
20377,no
20378,no
20379,no
20380,no
20381,no
20382,no
20383,no
20384,no
20385,no
20386,yes
20387,no
20388,no
20389,no
20390,no
20391,no
20392,no
20393,no
20394,no
20395,no
20396,no
20397,no
20398,no
20399,no
20400,yes
20401,no
20402,no
20403,no
20404,no
20405,no
20406,no
20407,yes
20408,no
20409,no
20410,yes
20411,no
20412,no
20413,no
20414,no
20415,no
20416,no
20417,no
20418,no
20419,no
20420,no
20421,no
20422,no
20423,no
20424,no
20425,no
20426,no
20427,no
20428,no
20429,no
20430,no
20431,no
20432,no
20433,no
20434,yes
20435,no
20436,no
20437,no
20438,yes
20439,no
20440,no
20441,no
20442,no
20443,no
20444,no
20445,no
20446,no
20447,no
20448,no
20449,no
20450,no
20451,no
20452,no
20453,no
20454,yes
20455,no
20456,no
20457,no
20458,no
20459,no
20460,no
20461,no
20462,no
20463,no
20464,no
20465,no
20466,no
20467,no
20468,no
20469,no
20470,no
20471,no
20472,no
20473,no
20474,no
20475,no
20476,no
20477,no
20478,no
20479,no
20480,no
20481,no
20482,no
20483,yes
20484,no
20485,no
20486,no
20487,no
20488,no
20489,no
20490,no
20491,no
20492,no
20493,no
20494,no
20495,no
20496,no
20497,no
20498,yes
20499,no
20500,no
20501,no
20502,no
20503,no
20504,no
20505,no
20506,no
20507,no
20508,no
20509,yes
20510,no
20511,no
20512,no
20513,no
20514,no
20515,no
20516,no
20517,no
20518,no
20519,no
20520,no
20521,no
20522,no
20523,yes
20524,no
20525,no
20526,no
20527,no
20528,no
20529,no
20530,no
20531,no
20532,no
20533,no
20534,no
20535,no
20536,no
20537,no
20538,no
20539,no
20540,no
20541,no
20542,no
20543,no
20544,no
20545,no
20546,no
20547,no
20548,no
20549,no
20550,no
20551,no
20552,no
20553,no
20554,no
20555,no
20556,no
20557,no
20558,yes
20559,yes
20560,no
20561,no
20562,no
20563,no
20564,no
20565,no
20566,no
20567,yes
20568,no
20569,yes
20570,no
20571,no
20572,no
20573,no
20574,no
20575,yes
20576,no
20577,no
20578,no
20579,no
20580,no
20581,no
20582,no
20583,yes
20584,no
20585,no
20586,no
20587,no
20588,no
20589,no
20590,no
20591,yes
20592,no
20593,no
20594,no
20595,no
20596,no
20597,no
20598,no
20599,no
20600,no
20601,no
20602,no
20603,yes
20604,no
20605,no
20606,no
20607,no
20608,no
20609,no
20610,no
20611,no
20612,no
20613,no
20614,no
20615,no
20616,no
20617,yes
20618,no
20619,yes
20620,no
20621,yes
20622,yes
20623,no
20624,yes
20625,no
20626,no
20627,yes
20628,no
20629,no
20630,no
20631,yes
20632,no
20633,yes
20634,no
20635,no
20636,no
20637,no
20638,yes
20639,no
20640,no
20641,no
20642,no
20643,yes
20644,no
20645,yes
20646,no
20647,no
20648,no
20649,no
20650,no
20651,no
20652,no
20653,no
20654,no
20655,no
20656,no
20657,no
20658,no
20659,no
20660,no
20661,no
20662,no
20663,no
20664,no
20665,no
20666,yes
20667,no
20668,no
20669,yes
20670,no
20671,no
20672,no
20673,no
20674,no
20675,no
20676,no
20677,no
20678,no
20679,yes
20680,no
20681,yes
20682,no
20683,no
20684,no
20685,no
20686,no
20687,no
20688,no
20689,no
20690,no
20691,no
20692,no
20693,no
20694,no
20695,no
20696,no
20697,no
20698,no
20699,no
20700,no
20701,no
20702,no
20703,no
20704,no
20705,no
20706,no
20707,no
20708,no
20709,no
20710,no
20711,no
20712,no
20713,no
20714,no
20715,no
20716,no
20717,no
20718,no
20719,no
20720,no
20721,no
20722,no
20723,no
20724,no
20725,yes
20726,no
20727,no
20728,no
20729,no
20730,no
20731,yes
20732,no
20733,no
20734,yes
20735,no
20736,yes
20737,yes
20738,no
20739,no
20740,no
20741,no
20742,no
20743,no
20744,no
20745,yes
20746,yes
20747,no
20748,no
20749,no
20750,no
20751,no
20752,no
20753,no
20754,no
20755,no
20756,no
20757,no
20758,no
20759,no
20760,no
20761,no
20762,no
20763,no
20764,no
20765,no
20766,no
20767,no
20768,no
20769,yes
20770,no
20771,no
20772,no
20773,no
20774,no
20775,no
20776,no
20777,no
20778,no
20779,no
20780,no
20781,no
20782,no
20783,no
20784,no
20785,no
20786,no
20787,no
20788,no
20789,no
20790,no
20791,no
20792,no
20793,no
20794,no
20795,no
20796,no
20797,no
20798,no
20799,no
20800,no
20801,no
20802,no
20803,no
20804,no
20805,yes
20806,no
20807,no
20808,no
20809,no
20810,no
20811,yes
20812,no
20813,no
20814,yes
20815,no
20816,no
20817,no
20818,no
20819,no
20820,no
20821,no
20822,no
20823,yes
20824,yes
20825,no
20826,no
20827,no
20828,no
20829,no
20830,no
20831,no
20832,no
20833,yes
20834,no
20835,no
20836,no
20837,no
20838,no
20839,no
20840,no
20841,no
20842,yes
20843,no
20844,no
20845,no
20846,no
20847,no
20848,no
20849,yes
20850,yes
20851,no
20852,no
20853,no
20854,no
20855,no
20856,yes
20857,no
20858,no
20859,yes
20860,no
20861,no
20862,no
20863,no
20864,no
20865,no
20866,no
20867,no
20868,no
20869,no
20870,no
20871,no
20872,no
20873,no
20874,no
20875,no
20876,no
20877,no
20878,yes
20879,no
20880,no
20881,no
20882,yes
20883,no
20884,no
20885,no
20886,no
20887,no
20888,no
20889,no
20890,yes
20891,no
20892,no
20893,no
20894,no
20895,no
20896,no
20897,no
20898,no
20899,no
20900,no
20901,no
20902,no
20903,no
20904,no
20905,no
20906,no
20907,no
20908,no
20909,no
20910,no
20911,no
20912,no
20913,no
20914,no
20915,no
20916,no
20917,no
20918,no
20919,no
20920,no
20921,no
20922,no
20923,no
20924,no
20925,no
20926,no
20927,no
20928,no
20929,no
20930,no
20931,no
20932,no
20933,no
20934,no
20935,yes
20936,no
20937,no
20938,no
20939,no
20940,no
20941,no
20942,no
20943,no
20944,no
20945,no
20946,no
20947,no
20948,no
20949,no
20950,no
20951,no
20952,no
20953,no
20954,no
20955,no
20956,no
20957,no
20958,no
20959,no
20960,no
20961,no
20962,no
20963,no
20964,no
20965,no
20966,no
20967,no
20968,yes
20969,no
20970,no
20971,no
20972,no
20973,no
20974,no
20975,no
20976,no
20977,no
20978,no
20979,no
20980,no
20981,no
20982,no
20983,no
20984,no
20985,no
20986,no
20987,no
20988,no
20989,no
20990,no
20991,no
20992,no
20993,no
20994,no
20995,no
20996,no
20997,no
20998,no
20999,no
21000,no
21001,no
21002,no
21003,no
21004,yes
21005,no
21006,no
21007,no
21008,no
21009,no
21010,no
21011,no
21012,no
21013,no
21014,no
21015,no
21016,no
21017,no
21018,no
21019,no
21020,yes
21021,yes
21022,no
21023,no
21024,no
21025,no
21026,no
21027,no
21028,no
21029,no
21030,no
21031,no
21032,no
21033,no
21034,no
21035,no
21036,no
21037,no
21038,no
21039,no
21040,no
21041,no
21042,no
21043,no
21044,no
21045,no
21046,no
21047,no
21048,no
21049,no
21050,no
21051,no
21052,no
21053,yes
21054,no
21055,no
21056,no
21057,no
21058,no
21059,no
21060,no
21061,no
21062,no
21063,no
21064,no
21065,no
21066,no
21067,no
21068,no
21069,no
21070,no
21071,no
21072,no
21073,no
21074,no
21075,no
21076,no
21077,no
21078,no
21079,no
21080,yes
21081,no
21082,no
21083,no
21084,no
21085,no
21086,no
21087,no
21088,yes
21089,no
21090,no
21091,no
21092,no
21093,no
21094,no
21095,no
21096,no
21097,no
21098,no
21099,no
21100,no
21101,no
21102,no
21103,no
21104,no
21105,no
21106,no
21107,no
21108,no
21109,no
21110,no
21111,no
21112,no
21113,no
21114,yes
21115,no
21116,no
21117,yes
21118,no
21119,yes
21120,no
21121,no
21122,no
21123,no
21124,no
21125,yes
21126,no
21127,no
21128,no
21129,no
21130,no
21131,no
21132,no
21133,no
21134,no
21135,no
21136,no
21137,no
21138,no
21139,no
21140,no
21141,no
21142,no
21143,no
21144,no
21145,no
21146,yes
21147,no
21148,no
21149,no
21150,no
21151,no
21152,no
21153,no
21154,no
21155,no
21156,no
21157,no
21158,no
21159,no
21160,no
21161,no
21162,no
21163,no
21164,no
21165,no
21166,no
21167,no
21168,no
21169,no
21170,no
21171,no
21172,no
21173,no
21174,no
21175,no
21176,yes
21177,no
21178,no
21179,no
21180,no
21181,no
21182,no
21183,no
21184,no
21185,no
21186,no
21187,no
21188,no
21189,no
21190,no
21191,no
21192,no
21193,no
21194,no
21195,no
21196,no
21197,no
21198,no
21199,no
21200,no
21201,no
21202,no
21203,yes
21204,no
21205,yes
21206,no
21207,yes
21208,no
21209,yes
21210,no
21211,no
21212,yes
21213,no
21214,yes
21215,no
21216,no
21217,no
21218,no
21219,no
21220,no
21221,no
21222,no
21223,no
21224,yes
21225,yes
21226,yes
21227,no
21228,no
21229,no
21230,no
21231,no
21232,no
21233,no
21234,no
21235,no
21236,no
21237,no
21238,no
21239,no
21240,no
21241,no
21242,no
21243,no
21244,yes
21245,no
21246,no
21247,no
21248,no
21249,no
21250,no
21251,no
21252,no
21253,no
21254,no
21255,no
21256,no
21257,yes
21258,no
21259,no
21260,no
21261,no
21262,no
21263,no
21264,no
21265,no
21266,no
21267,no
21268,no
21269,no
21270,no
21271,no
21272,no
21273,no
21274,no
21275,no
21276,no
21277,no
21278,no
21279,no
21280,no
21281,no
21282,no
21283,no
21284,no
21285,no
21286,no
21287,no
21288,no
21289,no
21290,no
21291,no
21292,no
21293,no
21294,no
21295,no
21296,yes
21297,no
21298,no
21299,no
21300,no
21301,no
21302,no
21303,no
21304,no
21305,no
21306,no
21307,no
21308,no
21309,no
21310,no
21311,no
21312,no
21313,no
21314,no
21315,no
21316,no
21317,no
21318,no
21319,no
21320,no
21321,no
21322,no
21323,no
21324,no
21325,yes
21326,no
21327,no
21328,no
21329,no
21330,no
21331,no
21332,no
21333,no
21334,no
21335,no
21336,no
21337,no
21338,no
21339,no
21340,no
21341,no
21342,no
21343,no
21344,no
21345,no
21346,no
21347,no
21348,yes
21349,no
21350,no
21351,no
21352,no
21353,no
21354,no
21355,no
21356,no
21357,no
21358,no
21359,no
21360,no
21361,no
21362,no
21363,no
21364,no
21365,no
21366,no
21367,no
21368,no
21369,no
21370,no
21371,no
21372,no
21373,no
21374,no
21375,no
21376,no
21377,no
21378,no
21379,no
21380,no
21381,no
21382,no
21383,no
21384,no
21385,no
21386,no
21387,yes
21388,no
21389,no
21390,no
21391,no
21392,no
21393,no
21394,no
21395,no
21396,no
21397,yes
21398,no
21399,no
21400,no
21401,no
21402,yes
21403,no
21404,no
21405,no
21406,no
21407,no
21408,yes
21409,no
21410,no
21411,no
21412,no
21413,no
21414,no
21415,yes
21416,no
21417,no
21418,no
21419,no
21420,no
21421,no
21422,yes
21423,no
21424,no
21425,no
21426,no
21427,no
21428,no
21429,no
21430,no
21431,no
21432,no
21433,no
21434,no
21435,no
21436,no
21437,no
21438,no
21439,no
21440,no
21441,no
21442,no
21443,no
21444,no
21445,no
21446,no
21447,no
21448,yes
21449,no
21450,no
21451,no
21452,no
21453,no
21454,no
21455,no
21456,no
21457,no
21458,no
21459,no
21460,no
21461,no
21462,no
21463,no
21464,no
21465,no
21466,no
21467,no
21468,no
21469,no
21470,no
21471,no
21472,no
21473,no
21474,no
21475,no
21476,no
21477,no
21478,no
21479,no
21480,no
21481,no
21482,no
21483,no
21484,no
21485,no
21486,no
21487,no
21488,no
21489,no
21490,no
21491,no
21492,yes
21493,no
21494,no
21495,no
21496,no
21497,no
21498,no
21499,no
21500,no
21501,no
21502,no
21503,no
21504,no
21505,no
21506,no
21507,no
21508,no
21509,no
21510,no
21511,no
21512,no
21513,no
21514,no
21515,no
21516,no
21517,no
21518,no
21519,no
21520,no
21521,no
21522,no
21523,no
21524,no
21525,no
21526,no
21527,no
21528,no
21529,no
21530,no
21531,no
21532,no
21533,no
21534,no
21535,no
21536,no
21537,no
21538,no
21539,no
21540,no
21541,no
21542,no
21543,no
21544,no
21545,no
21546,no
21547,no
21548,yes
21549,no
21550,no
21551,no
21552,no
21553,no
21554,no
21555,no
21556,no
21557,no
21558,no
21559,no
21560,no
21561,no
21562,no
21563,no
21564,no
21565,no
21566,no
21567,no
21568,no
21569,no
21570,no
21571,no
21572,no
21573,no
21574,no
21575,no
21576,no
21577,no
21578,no
21579,no
21580,no
21581,no
21582,no
21583,no
21584,no
21585,no
21586,no
21587,no
21588,no
21589,no
21590,no
21591,no
21592,no
21593,no
21594,no
21595,no
21596,no
21597,no
21598,no
21599,no
21600,no
21601,no
21602,no
21603,no
21604,no
21605,no
21606,no
21607,no
21608,no
21609,no
21610,no
21611,no
21612,no
21613,no
21614,no
21615,no
21616,no
21617,no
21618,no
21619,no
21620,yes
21621,no
21622,no
21623,no
21624,no
21625,no
21626,no
21627,yes
21628,no
21629,no
21630,no
21631,no
21632,no
21633,no
21634,no
21635,no
21636,no
21637,no
21638,no
21639,no
21640,no
21641,no
21642,no
21643,no
21644,no
21645,no
21646,no
21647,no
21648,no
21649,no
21650,no
21651,no
21652,no
21653,no
21654,no
21655,no
21656,no
21657,no
21658,no
21659,no
21660,no
21661,no
21662,no
21663,no
21664,no
21665,no
21666,no
21667,no
21668,no
21669,no
21670,no
21671,no
21672,no
21673,no
21674,no
21675,no
21676,no
21677,no
21678,no
21679,no
21680,no
21681,no
21682,no
21683,no
21684,no
21685,no
21686,no
21687,no
21688,no
21689,no
21690,no
21691,no
21692,no
21693,no
21694,no
21695,no
21696,no
21697,no
21698,no
21699,no
21700,no
21701,no
21702,no
21703,no
21704,no
21705,no
21706,yes
21707,no
21708,no
21709,no
21710,no
21711,no
21712,no
21713,no
21714,no
21715,no
21716,no
21717,no
21718,no
21719,no
21720,no
21721,no
21722,no
21723,no
21724,no
21725,no
21726,no
21727,no
21728,no
21729,no
21730,no
21731,no
21732,no
21733,no
21734,no
21735,no
21736,no
21737,no
21738,no
21739,no
21740,no
21741,no
21742,no
21743,no
21744,no
21745,no
21746,no
21747,no
21748,no
21749,no
21750,no
21751,no
21752,no
21753,no
21754,no
21755,no
21756,no
21757,yes
21758,no
21759,no
21760,no
21761,no
21762,no
21763,no
21764,no
21765,no
21766,no
21767,no
21768,no
21769,no
21770,no
21771,no
21772,no
21773,no
21774,no
21775,no
21776,no
21777,no
21778,no
21779,no
21780,no
21781,yes
21782,no
21783,no
21784,no
21785,no
21786,no
21787,no
21788,no
21789,no
21790,no
21791,yes
21792,no
21793,no
21794,no
21795,no
21796,no
21797,no
21798,no
21799,no
21800,no
21801,no
21802,no
21803,no
21804,no
21805,no
21806,no
21807,no
21808,no
21809,no
21810,yes
21811,no
21812,no
21813,no
21814,no
21815,no
21816,no
21817,no
21818,no
21819,no
21820,no
21821,no
21822,no
21823,no
21824,no
21825,no
21826,no
21827,no
21828,no
21829,no
21830,no
21831,no
21832,no
21833,no
21834,no
21835,no
21836,no
21837,no
21838,no
21839,no
21840,no
21841,no
21842,no
21843,no
21844,no
21845,no
21846,no
21847,no
21848,no
21849,no
21850,no
21851,yes
21852,no
21853,no
21854,no
21855,no
21856,no
21857,no
21858,yes
21859,no
21860,no
21861,no
21862,no
21863,no
21864,no
21865,no
21866,no
21867,no
21868,no
21869,no
21870,no
21871,no
21872,no
21873,no
21874,no
21875,no
21876,yes
21877,no
21878,no
21879,no
21880,no
21881,no
21882,no
21883,no
21884,yes
21885,no
21886,no
21887,no
21888,no
21889,no
21890,no
21891,no
21892,no
21893,no
21894,no
21895,no
21896,no
21897,no
21898,no
21899,no
21900,no
21901,no
21902,no
21903,no
21904,no
21905,no
21906,no
21907,no
21908,no
21909,yes
21910,no
21911,no
21912,no
21913,no
21914,no
21915,no
21916,no
21917,no
21918,no
21919,no
21920,no
21921,no
21922,no
21923,no
21924,yes
21925,no
21926,no
21927,no
21928,no
21929,no
21930,no
21931,no
21932,no
21933,no
21934,no
21935,no
21936,no
21937,no
21938,no
21939,no
21940,no
21941,no
21942,no
21943,no
21944,no
21945,no
21946,no
21947,no
21948,no
21949,no
21950,no
21951,no
21952,no
21953,no
21954,no
21955,no
21956,no
21957,no
21958,no
21959,no
21960,no
21961,no
21962,no
21963,no
21964,no
21965,no
21966,no
21967,no
21968,no
21969,no
21970,yes
21971,no
21972,no
21973,no
21974,no
21975,no
21976,no
21977,yes
21978,no
21979,no
21980,no
21981,no
21982,no
21983,yes
21984,no
21985,no
21986,no
21987,no
21988,no
21989,no
21990,no
21991,no
21992,no
21993,no
21994,no
21995,no
21996,yes
21997,no
21998,no
21999,no
22000,no
22001,no
22002,no
22003,no
22004,no
22005,no
22006,no
22007,no
22008,no
22009,no
22010,no
22011,no
22012,no
22013,no
22014,no
22015,no
22016,no
22017,no
22018,no
22019,no
22020,no
22021,no
22022,yes
22023,no
22024,no
22025,no
22026,no
22027,no
22028,no
22029,no
22030,no
22031,no
22032,no
22033,no
22034,no
22035,no
22036,no
22037,yes
22038,no
22039,no
22040,no
22041,no
22042,no
22043,no
22044,no
22045,no
22046,no
22047,no
22048,no
22049,no
22050,no
22051,no
22052,no
22053,no
22054,no
22055,no
22056,no
22057,no
22058,no
22059,no
22060,no
22061,no
22062,no
22063,no
22064,no
22065,no
22066,no
22067,no
22068,no
22069,no
22070,no
22071,no
22072,no
22073,no
22074,no
22075,no
22076,no
22077,no
22078,no
22079,no
22080,no
22081,no
22082,no
22083,no
22084,no
22085,no
22086,no
22087,no
22088,no
22089,no
22090,no
22091,no
22092,no
22093,no
22094,no
22095,no
22096,no
22097,no
22098,no
22099,no
22100,no
22101,no
22102,no
22103,no
22104,no
22105,no
22106,no
22107,no
22108,no
22109,no
22110,no
22111,no
22112,no
22113,no
22114,no
22115,no
22116,yes
22117,no
22118,no
22119,no
22120,no
22121,no
22122,no
22123,no
22124,no
22125,no
22126,no
22127,yes
22128,no
22129,no
22130,no
22131,no
22132,no
22133,no
22134,no
22135,no
22136,no
22137,no
22138,no
22139,no
22140,no
22141,no
22142,no
22143,no
22144,no
22145,no
22146,no
22147,no
22148,no
22149,no
22150,yes
22151,no
22152,no
22153,no
22154,no
22155,no
22156,no
22157,no
22158,no
22159,no
22160,no
22161,no
22162,no
22163,no
22164,no
22165,no
22166,no
22167,no
22168,no
22169,no
22170,no
22171,yes
22172,no
22173,no
22174,no
22175,no
22176,no
22177,no
22178,no
22179,no
22180,no
22181,no
22182,no
22183,no
22184,yes
22185,no
22186,no
22187,no
22188,no
22189,no
22190,no
22191,no
22192,no
22193,no
22194,no
22195,no
22196,no
22197,no
