,age,job,marital,education,default,balance,housing,loan,contact,duration,campaign,pdays,previous,poutcome
26542,30,admin.,married,secondary,no,1794,no,no,cellular,1035,1,-1,0,failure
26543,35,blue-collar,single,primary,no,258,yes,no,cellular,144,1,-1,0,failure
26544,36,management,single,tertiary,no,2032,no,yes,cellular,736,1,-1,0,failure
26545,57,services,single,secondary,no,2236,yes,no,telephone,51,8,190,2,failure
26546,36,management,single,tertiary,no,2685,no,yes,cellular,111,2,-1,0,failure
26547,33,blue-collar,married,secondary,no,3605,yes,no,cellular,308,1,-1,0,failure
26548,42,services,single,secondary,no,7704,yes,no,cellular,153,3,-1,0,failure
26549,43,management,married,tertiary,no,1646,yes,no,cellular,214,1,-1,0,failure
26550,32,blue-collar,married,primary,no,726,yes,no,cellular,188,2,-1,0,failure
26551,32,technician,single,secondary,no,5205,no,no,cellular,352,1,-1,0,failure
26552,30,services,single,secondary,no,9720,no,yes,cellular,255,2,-1,0,failure
26553,46,management,married,tertiary,no,197,no,no,cellular,118,4,-1,0,failure
26554,40,admin.,married,secondary,no,7711,yes,no,cellular,190,5,135,1,failure
26555,31,student,single,tertiary,no,307,no,no,cellular,597,2,-1,0,failure
26556,31,blue-collar,married,secondary,no,2591,yes,no,cellular,55,1,-1,0,failure
26557,34,self-employed,married,tertiary,no,1545,yes,no,cellular,895,1,183,2,failure
26558,32,admin.,married,secondary,no,2555,yes,no,cellular,125,1,-1,0,failure
26559,33,blue-collar,married,secondary,no,53,no,no,cellular,113,1,-1,0,failure
26560,32,management,single,tertiary,no,12686,yes,no,cellular,176,1,170,1,failure
26561,40,blue-collar,married,primary,no,60,no,no,cellular,325,2,-1,0,failure
26562,33,management,married,tertiary,no,3401,no,no,cellular,253,1,-1,0,failure
26563,38,blue-collar,married,primary,no,1327,yes,no,cellular,277,1,-1,0,failure
26564,31,technician,married,secondary,no,3706,yes,no,cellular,129,1,-1,0,failure
26565,38,entrepreneur,married,tertiary,no,1110,yes,no,cellular,888,2,183,2,failure
26566,41,blue-collar,married,primary,no,875,yes,no,cellular,197,1,-1,0,failure
26567,30,self-employed,married,tertiary,no,1930,no,no,cellular,80,1,-1,0,failure
26568,51,technician,married,secondary,no,-153,no,no,cellular,72,2,92,4,failure
26569,39,management,married,tertiary,no,2450,no,no,cellular,382,2,-1,0,failure
26570,36,blue-collar,married,secondary,no,7449,yes,no,cellular,187,2,-1,0,failure
26571,31,entrepreneur,single,tertiary,no,627,no,no,cellular,486,2,-1,0,failure
26572,46,admin.,married,secondary,no,2869,yes,no,cellular,151,2,-1,0,failure
26573,51,technician,divorced,secondary,no,7928,yes,no,cellular,124,1,-1,0,failure
26574,36,management,married,secondary,no,0,no,no,cellular,80,1,-1,0,failure
26575,57,services,married,secondary,no,1556,yes,no,cellular,340,1,-1,0,failure
26576,37,entrepreneur,married,tertiary,no,836,yes,no,cellular,223,1,177,2,failure
26577,35,admin.,married,secondary,no,3863,yes,no,cellular,239,1,-1,0,failure
26578,44,technician,married,secondary,no,7876,yes,no,cellular,212,1,101,2,failure
26579,37,technician,divorced,secondary,no,3068,yes,yes,cellular,370,2,195,1,other
26580,32,services,married,secondary,no,983,yes,no,cellular,500,2,133,1,failure
26581,48,management,married,tertiary,no,1348,no,no,cellular,124,1,-1,0,failure
26582,34,management,single,tertiary,no,3035,no,no,cellular,1166,1,-1,0,failure
26583,31,entrepreneur,single,secondary,no,0,yes,no,cellular,258,1,-1,0,failure
26584,30,management,single,tertiary,no,1456,yes,no,cellular,227,1,-1,0,failure
26585,34,admin.,single,tertiary,no,5007,yes,no,cellular,51,1,-1,0,failure
26586,34,blue-collar,married,secondary,no,1979,yes,no,cellular,283,1,-1,0,failure
26587,30,services,married,secondary,no,10667,no,no,cellular,140,1,-1,0,failure
26588,34,technician,single,tertiary,no,2283,no,no,cellular,790,1,-1,0,failure
26589,49,management,single,tertiary,no,4465,yes,no,cellular,72,2,-1,0,failure
26590,31,admin.,married,secondary,no,9911,no,no,cellular,604,1,-1,0,failure
26591,34,blue-collar,married,tertiary,no,17672,no,no,cellular,548,1,-1,0,failure
26592,43,self-employed,married,secondary,no,5704,yes,no,cellular,154,3,106,2,failure
26593,31,self-employed,single,tertiary,yes,-282,yes,no,cellular,131,3,-1,0,failure
26594,59,unemployed,married,primary,no,13836,no,no,telephone,733,1,-1,0,failure
26595,59,technician,divorced,secondary,no,2396,no,no,cellular,488,1,-1,0,failure
26596,38,blue-collar,married,secondary,no,0,no,no,cellular,266,3,-1,0,failure
26597,33,self-employed,single,tertiary,no,1354,yes,no,cellular,130,2,-1,0,failure
26598,59,retired,married,secondary,no,6888,no,no,telephone,1025,2,-1,0,failure
26599,40,unemployed,divorced,secondary,no,452,no,no,cellular,98,1,-1,0,failure
26600,31,self-employed,single,tertiary,no,8460,no,no,cellular,68,1,-1,0,failure
26601,53,technician,divorced,tertiary,no,6503,yes,no,cellular,143,1,-1,0,failure
26602,37,self-employed,married,tertiary,no,1624,yes,no,cellular,559,2,-1,0,failure
26603,42,blue-collar,married,secondary,no,2906,no,no,cellular,350,1,-1,0,failure
26604,31,blue-collar,married,secondary,no,10287,yes,no,cellular,293,1,-1,0,failure
26605,35,blue-collar,divorced,secondary,no,3102,yes,no,cellular,138,1,-1,0,failure
26606,33,student,single,tertiary,no,3404,yes,no,cellular,105,2,171,3,failure
26607,53,unemployed,married,secondary,no,1561,no,no,cellular,689,2,-1,0,failure
26608,33,admin.,single,secondary,no,21854,yes,no,cellular,215,2,-1,0,failure
26609,49,admin.,divorced,secondary,no,502,yes,no,cellular,104,5,-1,0,failure
26610,34,management,married,secondary,no,56,yes,no,cellular,311,3,183,1,failure
26611,44,blue-collar,divorced,primary,no,3953,yes,no,cellular,661,1,-1,0,failure
26612,37,unemployed,married,secondary,no,2424,no,no,cellular,633,2,156,2,other
26613,32,admin.,single,secondary,no,781,no,no,cellular,305,1,-1,0,failure
26614,51,entrepreneur,married,tertiary,no,6659,yes,yes,cellular,191,2,189,1,failure
26615,59,management,married,secondary,no,1083,no,no,cellular,125,2,-1,0,failure
26616,41,management,married,tertiary,no,60,yes,no,cellular,239,2,-1,0,failure
26617,58,retired,married,tertiary,no,5087,no,no,cellular,63,2,154,1,failure
26618,35,admin.,married,secondary,no,725,yes,no,cellular,219,7,133,1,failure
26619,49,admin.,single,secondary,no,7426,no,no,telephone,65,2,-1,0,failure
26620,35,admin.,single,secondary,no,0,yes,yes,telephone,61,3,-1,0,failure
26621,43,management,married,primary,no,0,yes,yes,cellular,123,3,-1,0,failure
26622,33,management,single,tertiary,no,4409,no,no,cellular,92,2,-1,0,failure
26623,30,technician,single,secondary,no,782,yes,yes,cellular,462,4,-1,0,failure
26624,59,retired,married,secondary,no,0,no,no,cellular,363,2,100,6,other
26625,39,management,divorced,secondary,no,4314,yes,no,cellular,141,4,-1,0,failure
26626,33,self-employed,married,tertiary,no,631,no,no,cellular,51,2,-1,0,failure
26627,36,admin.,single,secondary,no,8785,yes,no,cellular,425,2,-1,0,failure
26628,37,blue-collar,single,secondary,no,1184,yes,no,cellular,149,2,-1,0,failure
26629,54,management,married,secondary,no,1660,no,no,cellular,337,3,-1,0,failure
26630,59,retired,married,secondary,no,644,no,no,telephone,547,2,-1,0,failure
26631,31,technician,single,tertiary,no,438,yes,no,cellular,165,1,100,2,failure
26632,39,services,divorced,secondary,no,1957,yes,yes,cellular,47,1,-1,0,failure
26633,36,blue-collar,married,primary,no,21,no,no,telephone,35,1,-1,0,failure
26634,38,admin.,single,secondary,no,-23,no,no,cellular,48,2,-1,0,failure
26635,33,self-employed,single,tertiary,no,4996,no,no,cellular,230,1,-1,0,failure
26636,37,unemployed,married,secondary,no,459,no,no,cellular,109,4,-1,0,failure
26637,31,blue-collar,married,secondary,no,1515,yes,no,cellular,361,1,-1,0,failure
26638,35,technician,married,secondary,no,410,yes,no,cellular,67,2,-1,0,failure
26639,49,blue-collar,single,primary,no,3710,yes,no,telephone,107,2,-1,0,failure
26640,30,self-employed,single,tertiary,no,1259,no,no,cellular,435,1,-1,0,failure
26641,32,admin.,married,secondary,no,901,yes,no,cellular,140,1,-1,0,failure
26642,31,technician,married,secondary,no,40,yes,no,cellular,294,2,-1,0,failure
26643,34,technician,single,secondary,no,5039,no,no,cellular,205,6,-1,0,failure
26644,59,management,divorced,tertiary,no,17056,yes,no,cellular,470,2,-1,0,failure
26645,58,technician,married,secondary,no,7429,no,no,cellular,199,1,-1,0,failure
26646,31,admin.,married,secondary,no,782,yes,no,cellular,427,1,-1,0,failure
26647,33,management,married,tertiary,no,3713,yes,no,cellular,175,1,-1,0,failure
26648,48,management,married,secondary,no,7861,no,no,cellular,380,1,-1,0,failure
26649,45,technician,married,secondary,no,999,yes,no,cellular,215,6,188,2,failure
26650,44,self-employed,single,tertiary,no,18558,yes,no,cellular,51,1,190,4,other
26651,57,self-employed,married,tertiary,no,3012,no,no,telephone,98,4,-1,0,failure
26652,38,technician,married,secondary,no,1696,no,no,cellular,267,2,-1,0,failure
26653,35,blue-collar,divorced,primary,no,3888,no,no,cellular,207,5,178,5,failure
26654,30,admin.,single,tertiary,no,732,no,no,cellular,179,1,-1,0,failure
26655,43,management,married,tertiary,no,28,yes,no,cellular,73,1,-1,0,failure
26656,52,housemaid,married,secondary,no,3923,yes,no,cellular,20,8,190,3,success
26657,39,management,divorced,tertiary,no,155,yes,no,cellular,20,6,153,26,failure
26658,39,entrepreneur,divorced,tertiary,no,966,yes,yes,cellular,186,1,-1,0,failure
26659,38,blue-collar,married,secondary,no,789,yes,no,cellular,120,4,196,1,other
26660,35,services,single,secondary,no,2467,no,no,cellular,319,5,-1,0,failure
26661,43,management,married,tertiary,no,14355,no,no,cellular,52,2,-1,0,failure
26662,43,management,divorced,tertiary,no,0,no,no,cellular,154,2,-1,0,failure
26663,32,management,single,secondary,no,3829,no,yes,cellular,267,1,-1,0,failure
26664,44,blue-collar,married,secondary,no,3060,yes,no,cellular,113,1,189,2,failure
26665,34,management,single,tertiary,no,11350,yes,no,cellular,159,1,-1,0,failure
26666,40,management,divorced,tertiary,no,9541,no,no,cellular,128,2,189,1,failure
26667,37,technician,married,secondary,no,1016,yes,yes,cellular,195,3,8,1,failure
26668,51,entrepreneur,married,secondary,no,653,yes,no,cellular,16,9,112,37,other
26669,32,technician,married,secondary,no,5560,yes,yes,cellular,330,3,-1,0,failure
26670,38,management,married,tertiary,no,0,yes,no,telephone,25,2,-1,0,failure
26671,38,blue-collar,married,primary,no,3289,no,no,cellular,340,2,164,2,failure
26672,36,admin.,married,secondary,no,1954,yes,yes,cellular,158,2,174,3,failure
26673,33,blue-collar,single,secondary,no,129,yes,yes,cellular,192,1,-1,0,failure
26674,46,admin.,divorced,secondary,no,2087,no,no,cellular,768,3,-1,0,failure
26675,59,technician,married,secondary,no,4263,no,yes,cellular,426,2,-1,0,failure
26676,45,self-employed,married,tertiary,no,-497,yes,yes,cellular,260,1,-1,0,failure
26677,37,blue-collar,single,primary,no,315,no,no,cellular,352,1,-1,0,failure
26678,52,self-employed,married,secondary,no,3720,no,no,cellular,114,2,-1,0,failure
26679,37,services,married,secondary,no,4760,yes,no,cellular,187,2,-1,0,failure
26680,52,services,divorced,secondary,no,1527,no,yes,cellular,276,1,122,1,other
26681,43,management,married,tertiary,no,2886,no,no,cellular,230,1,-1,0,failure
26682,32,blue-collar,single,primary,no,121,yes,no,cellular,758,1,-1,0,failure
26683,52,entrepreneur,single,tertiary,no,3469,yes,no,cellular,653,1,-1,0,failure
26684,31,unemployed,married,primary,no,3837,no,no,cellular,340,1,-1,0,failure
26685,47,blue-collar,married,secondary,no,2428,yes,no,cellular,9,6,177,16,other
26686,31,services,single,secondary,no,1987,yes,no,telephone,55,2,-1,0,failure
26687,50,technician,married,tertiary,no,3117,no,no,cellular,44,2,164,1,failure
26688,30,services,single,secondary,no,370,no,no,cellular,142,1,-1,0,failure
26689,43,self-employed,married,tertiary,no,6424,no,no,cellular,55,1,-1,0,failure
26690,44,blue-collar,married,secondary,no,1397,no,no,cellular,326,1,-1,0,failure
26691,37,self-employed,single,secondary,no,4894,no,no,cellular,240,1,-1,0,failure
26692,40,admin.,married,secondary,no,2574,yes,no,cellular,517,1,-1,0,failure
26693,52,housemaid,married,primary,no,1466,no,yes,cellular,150,1,-1,0,failure
26694,59,retired,married,secondary,no,2467,no,no,cellular,972,2,-1,0,failure
26695,56,blue-collar,divorced,primary,no,285,no,yes,cellular,73,1,-1,0,failure
26696,49,unemployed,married,tertiary,no,-471,yes,no,cellular,77,3,185,7,failure
26697,31,services,married,secondary,no,1167,yes,yes,cellular,279,1,-1,0,failure
26698,43,self-employed,married,primary,no,5039,no,no,cellular,227,1,-1,0,failure
26699,44,self-employed,married,secondary,no,0,yes,no,cellular,40,3,-1,0,failure
26700,49,technician,married,tertiary,no,8422,yes,no,cellular,166,3,-1,0,failure
26701,32,admin.,married,tertiary,no,233,yes,no,cellular,102,4,-1,0,failure
26702,47,blue-collar,married,secondary,no,3070,no,no,cellular,144,2,-1,0,failure
26703,31,admin.,married,secondary,no,3052,yes,yes,cellular,115,2,177,2,failure
26704,39,self-employed,married,secondary,no,31,yes,no,cellular,61,2,181,4,failure
26705,37,blue-collar,divorced,secondary,no,33,yes,no,cellular,106,2,167,1,failure
26706,41,management,married,tertiary,no,666,yes,no,cellular,106,3,183,3,failure
26707,31,entrepreneur,married,tertiary,no,5191,no,no,cellular,187,2,-1,0,failure
26708,54,management,divorced,tertiary,no,6410,no,no,cellular,101,2,-1,0,failure
26709,37,blue-collar,married,primary,no,2814,yes,no,cellular,619,3,-1,0,failure
26710,49,services,single,secondary,no,5095,yes,no,cellular,127,2,157,1,failure
26711,42,blue-collar,married,secondary,no,3396,yes,yes,telephone,93,4,-1,0,failure
26712,58,self-employed,married,tertiary,no,6237,yes,no,cellular,88,2,-1,0,failure
26713,54,management,married,tertiary,no,1502,no,no,cellular,43,3,-1,0,failure
26714,30,technician,single,tertiary,no,2784,no,no,cellular,808,3,-1,0,failure
26715,53,entrepreneur,married,secondary,no,111,yes,no,cellular,600,3,189,2,failure
26716,31,admin.,single,secondary,no,6981,yes,no,cellular,627,3,-1,0,failure
26717,35,management,married,tertiary,no,2793,no,no,cellular,258,2,-1,0,failure
26718,36,blue-collar,single,tertiary,no,3649,yes,no,cellular,399,2,156,2,failure
26719,40,blue-collar,married,secondary,no,3765,yes,no,cellular,87,2,-1,0,failure
26720,31,services,married,primary,no,-212,no,yes,cellular,911,4,-1,0,failure
26721,43,management,married,tertiary,no,5670,yes,no,cellular,43,4,189,2,failure
26722,37,management,married,tertiary,no,9895,yes,no,cellular,352,3,-1,0,failure
26723,34,technician,divorced,secondary,no,558,no,no,cellular,108,2,-1,0,failure
26724,33,technician,married,tertiary,no,145,yes,no,cellular,262,3,-1,0,failure
26725,53,blue-collar,single,primary,no,7724,no,no,cellular,196,2,-1,0,failure
26726,34,management,married,tertiary,no,1433,no,no,cellular,111,3,104,3,failure
26727,30,management,married,secondary,no,3817,yes,no,cellular,104,5,-1,0,failure
26728,34,management,married,tertiary,no,1518,yes,no,cellular,128,2,-1,0,failure
26729,43,services,married,secondary,no,14679,yes,no,cellular,165,3,-1,0,failure
26730,43,blue-collar,married,secondary,no,3311,yes,no,telephone,105,2,184,3,other
26731,47,management,married,tertiary,no,437,yes,no,cellular,133,4,-1,0,failure
26732,33,admin.,single,secondary,no,2548,yes,no,cellular,179,2,-1,0,failure
26733,45,entrepreneur,divorced,tertiary,no,1273,yes,yes,cellular,206,2,162,3,failure
26734,30,management,single,tertiary,no,1372,no,no,cellular,240,2,-1,0,failure
26735,31,blue-collar,married,primary,no,389,yes,no,cellular,198,2,-1,0,failure
26736,34,management,single,secondary,no,1995,yes,no,cellular,129,2,-1,0,failure
26737,32,blue-collar,single,secondary,no,6982,yes,no,cellular,224,2,183,1,failure
26738,30,blue-collar,divorced,primary,no,511,yes,no,cellular,157,3,-1,0,failure
26739,49,blue-collar,married,primary,yes,-98,yes,no,cellular,182,2,-1,0,failure
26740,38,technician,married,secondary,no,7696,yes,no,cellular,386,2,-1,0,failure
26741,35,blue-collar,married,secondary,no,911,yes,no,cellular,434,2,181,5,other
26742,41,blue-collar,married,primary,no,-52,yes,yes,cellular,642,2,-1,0,failure
26743,58,blue-collar,divorced,primary,no,2716,no,no,cellular,163,2,-1,0,failure
26744,33,blue-collar,married,secondary,no,3514,yes,no,cellular,214,2,184,2,failure
26745,34,management,married,tertiary,no,16649,yes,no,cellular,155,2,-1,0,failure
26746,31,self-employed,single,secondary,no,148,yes,yes,cellular,1145,4,-1,0,failure
26747,35,technician,married,secondary,no,1546,yes,no,cellular,148,4,-1,0,failure
26748,43,blue-collar,married,primary,no,4581,yes,no,cellular,329,2,-1,0,failure
26749,32,technician,married,tertiary,no,1352,no,no,cellular,221,3,-1,0,failure
26750,42,management,married,tertiary,no,9009,no,no,cellular,135,2,-1,0,failure
26751,47,management,divorced,tertiary,no,140,no,yes,cellular,148,2,-1,0,failure
26752,30,management,single,tertiary,no,19796,no,no,cellular,41,1,-1,0,failure
26753,41,blue-collar,married,primary,no,2585,no,no,telephone,159,2,-1,0,failure
26754,31,blue-collar,single,primary,no,2369,yes,yes,cellular,470,2,-1,0,failure
26755,42,technician,married,secondary,no,8899,yes,no,cellular,75,2,-1,0,failure
26756,33,blue-collar,married,secondary,no,2994,yes,no,cellular,155,1,-1,0,failure
26757,52,admin.,divorced,secondary,no,361,no,yes,cellular,147,1,-1,0,failure
26758,32,management,single,tertiary,no,3097,yes,no,cellular,167,1,-1,0,failure
26759,32,blue-collar,single,secondary,no,2696,yes,no,cellular,564,2,183,1,failure
26760,33,management,single,tertiary,no,2360,yes,no,cellular,268,1,-1,0,failure
26761,56,retired,married,primary,no,1448,yes,yes,telephone,16,1,-1,0,failure
26762,31,admin.,married,secondary,no,11839,yes,yes,cellular,533,2,-1,0,failure
26763,45,unemployed,married,tertiary,no,3559,yes,yes,cellular,264,1,-1,0,failure
26764,37,unemployed,married,primary,no,3051,yes,no,cellular,303,4,-1,0,failure
26765,31,technician,single,tertiary,no,1887,no,yes,cellular,225,2,183,1,failure
26766,34,management,single,tertiary,no,1310,no,yes,cellular,90,3,-1,0,failure
26767,54,blue-collar,divorced,primary,no,10374,yes,no,cellular,283,2,189,2,other
26768,57,admin.,divorced,secondary,no,4012,no,no,cellular,915,1,-1,0,failure
26769,52,housemaid,married,secondary,no,234,no,no,cellular,208,1,-1,0,failure
26770,33,services,married,secondary,no,2975,yes,no,cellular,207,1,-1,0,failure
26771,32,blue-collar,single,secondary,no,3658,yes,yes,cellular,56,4,-1,0,failure
26772,47,unemployed,married,secondary,no,3533,yes,no,cellular,319,1,100,2,failure
26773,34,blue-collar,married,primary,no,1524,yes,no,cellular,57,3,-1,0,failure
26774,45,blue-collar,married,primary,no,5461,yes,no,cellular,841,2,-1,0,failure
26775,32,technician,single,tertiary,no,2185,no,no,cellular,354,2,-1,0,failure
26776,52,blue-collar,married,secondary,no,7119,no,yes,telephone,871,3,-1,0,failure
26777,55,entrepreneur,married,tertiary,no,3459,yes,yes,cellular,88,2,112,3,other
26778,31,blue-collar,single,secondary,no,297,yes,no,cellular,279,2,-1,0,failure
26779,59,blue-collar,single,secondary,no,12270,no,no,cellular,180,2,-1,0,failure
26780,37,blue-collar,married,primary,no,3370,yes,no,cellular,156,4,-1,0,failure
26781,30,management,single,secondary,no,186,yes,no,cellular,235,3,-1,0,failure
26782,31,technician,single,tertiary,no,13711,yes,no,cellular,1532,3,-1,0,failure
26783,38,technician,married,tertiary,no,-3,no,no,cellular,251,2,101,3,failure
26784,33,blue-collar,married,primary,no,925,no,no,cellular,884,3,-1,0,failure
26785,59,technician,married,secondary,no,2034,no,no,cellular,218,2,-1,0,failure
26786,41,blue-collar,married,primary,no,3803,yes,no,cellular,611,3,-1,0,failure
26787,53,self-employed,divorced,tertiary,yes,10,no,no,cellular,75,3,-1,0,failure
26788,36,blue-collar,married,secondary,no,655,no,no,cellular,986,6,-1,0,failure
26789,30,unemployed,married,primary,no,1379,no,yes,cellular,172,2,-1,0,failure
26790,35,services,married,secondary,no,142,yes,no,cellular,315,2,196,4,failure
26791,30,entrepreneur,married,secondary,no,392,yes,no,cellular,117,3,-1,0,failure
26792,38,management,married,secondary,no,96,yes,no,cellular,151,3,-1,0,failure
26793,54,self-employed,married,secondary,no,641,yes,no,cellular,399,2,-1,0,failure
26794,40,management,single,primary,no,1527,no,yes,cellular,317,2,-1,0,failure
26795,59,management,married,tertiary,no,5314,no,no,cellular,116,2,-1,0,failure
26796,32,blue-collar,married,secondary,no,5075,yes,no,telephone,90,2,-1,0,failure
26797,36,self-employed,married,tertiary,no,943,no,no,cellular,115,3,-1,0,failure
26798,31,management,married,tertiary,no,6290,no,no,cellular,303,2,-1,0,failure
26799,39,management,single,tertiary,no,889,no,no,cellular,78,2,185,4,failure
26800,36,admin.,married,tertiary,no,75,no,yes,cellular,97,2,-1,0,failure
26801,54,management,married,primary,no,3859,no,yes,cellular,104,3,-1,0,failure
26802,46,entrepreneur,divorced,secondary,no,2514,yes,no,cellular,68,2,-1,0,failure
26803,44,management,divorced,tertiary,no,6285,yes,no,cellular,136,3,125,2,other
26804,32,technician,married,primary,no,3774,yes,no,cellular,591,3,-1,0,failure
26805,35,admin.,single,secondary,no,1070,no,no,cellular,251,2,-1,0,failure
26806,36,services,divorced,secondary,no,54,yes,no,cellular,355,6,-1,0,failure
26807,57,unemployed,married,primary,no,0,yes,no,cellular,231,2,-1,0,failure
26808,31,management,single,tertiary,no,-208,yes,yes,cellular,251,4,-1,0,failure
26809,37,blue-collar,single,secondary,no,3572,yes,yes,cellular,341,2,-1,0,failure
26810,46,admin.,divorced,secondary,no,778,yes,no,cellular,106,3,-1,0,failure
26811,32,management,married,tertiary,no,6059,yes,no,cellular,110,2,-1,0,failure
26812,58,technician,married,secondary,no,5618,yes,no,cellular,361,2,189,1,failure
26813,36,management,divorced,tertiary,no,0,yes,no,cellular,378,8,-1,0,failure
26814,38,admin.,single,secondary,no,77,no,no,cellular,441,4,-1,0,failure
26815,56,blue-collar,divorced,primary,no,12,no,no,cellular,282,2,135,1,failure
26816,34,services,married,secondary,no,1611,no,yes,telephone,197,7,-1,0,failure
26817,35,entrepreneur,married,primary,no,-394,yes,no,cellular,217,3,-1,0,failure
26818,53,blue-collar,divorced,primary,no,1480,yes,no,cellular,95,2,-1,0,failure
26819,51,blue-collar,married,primary,no,4712,no,no,telephone,172,2,-1,0,failure
26820,38,unemployed,married,secondary,no,1906,no,yes,cellular,210,2,-1,0,failure
26821,31,blue-collar,married,tertiary,no,-35,no,no,cellular,952,2,-1,0,failure
26822,31,entrepreneur,married,secondary,no,7518,yes,no,cellular,332,3,-1,0,failure
26823,50,management,married,tertiary,no,719,no,yes,cellular,117,6,-1,0,failure
26824,40,services,married,secondary,no,5248,yes,yes,cellular,194,4,188,8,other
26825,44,management,married,tertiary,yes,53,yes,no,cellular,233,4,-1,0,failure
26826,31,unemployed,married,secondary,no,314,yes,no,cellular,1341,3,178,7,failure
26827,35,management,married,tertiary,no,0,yes,no,cellular,197,4,30,1,failure
26828,51,blue-collar,married,primary,no,5206,yes,no,cellular,168,3,-1,0,failure
26829,47,self-employed,married,secondary,no,2830,yes,no,telephone,713,6,-1,0,failure
26830,41,technician,single,secondary,no,650,yes,no,cellular,2420,3,-1,0,failure
26831,51,unemployed,married,secondary,no,7464,no,no,cellular,176,2,-1,0,failure
26832,35,services,single,secondary,no,7242,no,no,telephone,215,3,-1,0,failure
26833,34,admin.,single,secondary,no,4436,yes,no,cellular,292,2,178,6,failure
26834,43,entrepreneur,single,tertiary,no,744,no,yes,cellular,90,4,114,4,failure
26835,32,blue-collar,single,secondary,no,5252,yes,no,cellular,232,2,183,2,failure
26836,53,technician,married,secondary,no,3398,no,yes,telephone,88,6,113,13,other
26837,31,admin.,married,secondary,no,2304,yes,no,cellular,257,2,-1,0,failure
26838,39,technician,single,secondary,no,18508,no,no,cellular,1598,4,-1,0,failure
26839,53,management,divorced,tertiary,no,2679,no,no,cellular,295,3,-1,0,failure
26840,51,admin.,married,secondary,no,4178,yes,no,cellular,167,4,174,1,failure
26841,47,management,married,tertiary,no,7741,yes,no,cellular,693,3,-1,0,failure
26842,59,retired,married,secondary,no,1896,no,no,telephone,134,9,-1,0,failure
26843,35,blue-collar,married,secondary,no,5639,yes,no,cellular,945,2,-1,0,failure
26844,56,services,married,secondary,no,4763,yes,no,telephone,233,4,115,6,failure
26845,48,admin.,married,secondary,no,387,no,yes,telephone,761,3,-1,0,failure
26846,56,technician,single,secondary,no,1437,yes,no,cellular,367,8,-1,0,failure
26847,33,admin.,single,tertiary,no,3379,no,no,cellular,290,3,-1,0,failure
26848,30,management,single,tertiary,no,212,yes,no,cellular,370,2,-1,0,failure
26849,33,blue-collar,single,secondary,no,4404,yes,no,cellular,766,3,-1,0,failure
26850,42,admin.,divorced,secondary,yes,723,no,no,cellular,298,2,112,2,other
26851,45,blue-collar,single,secondary,no,816,no,no,cellular,279,3,-1,0,failure
26852,33,management,married,tertiary,no,1782,yes,no,cellular,437,4,-1,0,failure
26853,36,blue-collar,divorced,primary,no,3202,yes,no,cellular,690,3,183,2,failure
26854,46,blue-collar,married,primary,no,6150,yes,no,cellular,157,2,-1,0,failure
26855,31,unemployed,single,secondary,no,0,no,no,cellular,324,5,-1,0,failure
26856,36,self-employed,married,secondary,no,328,no,no,cellular,537,2,-1,0,failure
26857,41,management,married,tertiary,no,5883,no,no,cellular,182,2,-1,0,failure
26858,51,admin.,married,secondary,no,0,no,no,telephone,96,5,-1,0,failure
26859,52,management,married,tertiary,no,7900,yes,no,cellular,90,2,-1,0,failure
26860,41,technician,single,secondary,no,769,no,yes,cellular,222,4,98,4,other
26861,35,housemaid,married,tertiary,no,3831,no,no,cellular,59,2,-1,0,failure
26862,37,technician,divorced,secondary,no,1559,yes,no,cellular,178,2,170,8,other
26863,30,blue-collar,single,secondary,no,1472,yes,no,cellular,769,4,-1,0,failure
26864,38,management,married,tertiary,no,1021,no,no,cellular,87,3,-1,0,failure
26865,44,technician,married,tertiary,no,4580,yes,no,cellular,192,2,189,2,success
26866,46,blue-collar,married,primary,no,676,yes,no,cellular,825,6,174,4,failure
26867,34,self-employed,divorced,tertiary,no,681,no,no,cellular,382,6,-1,0,failure
26868,53,management,married,tertiary,no,3366,no,no,telephone,278,6,112,2,failure
26869,30,blue-collar,single,primary,no,0,yes,no,cellular,1329,2,-1,0,failure
26870,32,management,single,tertiary,no,3552,no,no,cellular,310,3,-1,0,failure
26871,45,entrepreneur,married,tertiary,no,1752,yes,yes,cellular,56,2,-1,0,failure
26872,33,services,married,secondary,no,2918,no,yes,cellular,1059,2,-1,0,failure
26873,57,technician,single,secondary,no,3499,yes,no,cellular,104,4,175,3,failure
26874,44,self-employed,married,primary,no,0,no,no,cellular,843,3,-1,0,failure
26875,31,entrepreneur,single,tertiary,no,38,no,no,cellular,185,2,-1,0,failure
26876,47,management,married,tertiary,no,2475,yes,no,cellular,1476,4,-1,0,failure
26877,32,entrepreneur,divorced,primary,no,1,yes,yes,cellular,476,3,-1,0,failure
26878,35,services,divorced,primary,no,55,no,no,cellular,165,4,-1,0,failure
26879,30,blue-collar,married,secondary,no,321,yes,no,cellular,738,2,-1,0,failure
26880,36,blue-collar,married,secondary,no,2848,yes,no,cellular,265,3,-1,0,failure
26881,32,technician,single,tertiary,no,502,yes,no,telephone,442,4,-1,0,failure
26882,36,unemployed,single,primary,no,0,no,no,telephone,47,3,-1,0,failure
26883,32,admin.,married,tertiary,no,1019,yes,no,cellular,489,2,-1,0,failure
26884,32,admin.,single,secondary,no,739,yes,no,cellular,91,3,-1,0,failure
